TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,G1Q2W11TT201_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12CT101_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12FT201_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12PT201_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12TT101_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W12TT201_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13CT101_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13FT201_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13PT201_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13TT101_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G1Q2W13TT201_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01LT001_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W01TT001_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W06FT101_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W06FT111_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W06TT101_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E1W11FT101_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E2W01LT001_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E2W01TT001_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E2W02LT001_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E2W02TT001_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E2W03LT001_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E2W03TT001_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,G2E2W06TT101_ALM,,ALARM_ANALOG,,"(Constant := false, ExternalAccess := Read/Write)"
